NH3-N,TN,TKN,TP,Orthophosphate,SST,WATER TEMP.,CONDUCTIVITY,pH,OD mg/L
0.037,2.572,1.043,0.131,0.018,13.5,28.8,572,8.01,8.27
0.02,2.434,0.603,0.044,0.001,6.8,17,632,7.98,9.89
0.395,2.274,0.565,0.062,0.013,8.5,27,589,8.3,9.2
0.09,1.754,0.849,0.063,0.012,18,29.5,554,8.2,11.1
,,,0.143,0.009,10.6,32.6,560,8.3,9.2
0.079,2.917,1.158,0.188,0.074,130,31.6,442,7.9,5.8
0.156,2.157,0.757,0.134,0.079,45,32,715,7.7,6
0.08264,1.995058,0.458258,0.059385,0.0074,11,26.8,591,8.3,10.28
0.614007,2.523541,0.614007,0.08172,0.015947,20,28.2,602,8.2,10.36
0.069098,2.368794,1.011254,0.136293,0.051661,16,32.1,644,8.2,9.8
0.098779,2.131819,1.136488,0.33185,0.059442,130,31.5,332,7,4.85
0.107259,2.284742,0.935071,0.369958,0.155153,130,31,366,7.7,5.52
0.056905,3.346896,0.9188,0.2415,0.125803,75,27.5,423,7.9,8.37
0.040245,3.665117,0.16619,0.10287,0.055766,5,26.2,582,7.9,9.73
0.251531,3.745567,0.596602,0.068119,0.032365,10,27.5,547,7.9,7.32
0.091343,2.149827,0.126289,0.131513,0.032598,10,28.7,584,7.9,8.26
0.105449,1.959814,0.627909,0.099376,0.062291,9.5,32.3,573,7.9,8.84
0.151637,1.935835,0.853253,0.195244,0.10552,40,31.5,462,7.8,5.06
0.037461,2.96228,0.582808,0.132713,0.087173,10,30.2,624,7.9,6.8
0.11237,3.59043,0.60421,0.1128,0.06111,10,22.4,518,7.7,6.25
0.05761,3.41176,0.67752,0.09351,0.18947,10,24.8,523,7.9,7.31
0.09151,2.79674,0.40415,0.10305,0.10547,10,27.3,564,7.8,6.9
0.184093,1.987765,0.378784,0.11757,0.10226,10,31.1,455,7.7,6.55
0.2323,3.01583,1.517991,0.22803,0.20694,19.5,30.3,440,7.7,4.52
0.28615,1.25907,0.57097,0.11677,0.10076,16.5,32.1,445,8.1,5.72
0.0616,4.80339,0.41645,0.12416,0.09015,10,22.2,456,7.9,7.17
0.340525,6.132905,0.340525,0.08212,0.08212,10,23.4,522,7.9,6.66
0.064903,3.344733,0.480833,0.09879,0.0999,10,26.4,507,8.1,7.78
0.496026,3.372697,0.496026,0.08119,0.08119,10,29.8,566,8.1,6.14
0.216475,1.343695,0.502925,0.12589,0.07422,28.5,25.4,433,8.1,6.59
0.082348,3.622213,0.268028,0.15609,0.09499,19.5,21.2,449,7.9,6.09
0.286858,3.206788,0.526008,0.15009,0.14803,22,27.1,563,7.4,6.02
0.053489,2.27706,0.365475,0.16355,0.14848,17.05,31.8,520,8.2,6.14
0.089,1.8021,0.3055,0.0846,0.0116,42.5,24.1,481,8.03,7.51
,,,2.052864,,94.05,21.3444,2772.26,7.17,
0.0626,2.148,0.2852,0.0938,0.0502,7.5,26.4,431,8.04,8.8
0.003,0.8027,0.003,0.0773,0.0127,10,26.4,292,8.24,10.47
0.0631,0.9466,0.5883,0.3041,0.0234,21.33,30.3,283,7.97,6.38
0.1949,1.26,0.6472,0.1087,0.0524,20,30.3,374,7.93,5.9
0.004,3.751,0.658,0.053,0.023,10,30.3,748,8,9.06
0.074,1.744,0.76,0.097,0.022,29,28.2,359,7.92,7.34
0.105,2.942,0.731,0.067,0.02,12.4,25.2,483,7.85,8.5
0.333,1.945,0.517,0.098,0.032,25.3,26.1,407,8,8.5
0.062,2.597,0.499,0.064,0.017,6.3,27,539,7.9,7.4
0.044,1.669,0.467,0.045,0.036,11.9,29.4,411,8.1,6.9
0.075,2.419,1.146,0.179,0.065,127.5,29.8,530,7.9,5.6
0.081,1.899,0.798,0.117,0.06,35.8,32.1,711,7.7,5.9
0.174365,2.694635,0.394435,0.046194,0.0235,6,25.2,504,8.4,7.64
0.092194,2.296217,0.283161,0.056188,0.030758,8.8,26.6,483,8.1,7.79
0.126759,2.14379,0.365571,0.082834,0.046128,10,31.7,513,8,6.92
0.254289,3.847794,3.370764,1.317783,0.107494,,29.7,189,7.2,5.51
0.113723,2.267275,0.87104,0.338713,0.157266,120,30,310,7.6,6
0.077975,3.732084,1.1836,0.2387,0.106274,80,27.2,420,8,8.94
0.1172,2.476597,0.586229,0.097977,0.012923,22,26.2,473,8,8.53
0.185356,3.316193,0.788229,0.147224,0.016129,7.5,26.8,475,8,8.75
0.12715,2.045962,0.343582,0.117504,0.024211,18.33,29.8,535,7.9,7.31
0.090701,1.051698,0.53695,0.058378,0.024781,11.5,31.2,424,7.8,6.27
0.228556,1.60091,0.76424,0.173486,0.068158,54.62,30.2,1415,7.6,5.89
0.08061,1.580118,0.723471,0.09455,0.043535,18,28.8,495,7.9,6.66
0.07432,2.63521,0.54259,0.04371,0.02193,10,21.6,602,7.8,6.94
0.07978,3.52499,0.23771,0.03562,0.0501,10,24.1,626,7.9,7.29
0.08948,2.52954,0.45438,0.04415,0.02342,10,26.7,544,7.8,6.76
0.024731,4.290811,4.0378,0.08693,0.03606,10.5,30.8,275,7.8,5.94
0.3015,11.432681,10.534992,3.60971,0.33891,3480,29.5,220,8.3,5.98
0.12547,1.02527,0.62914,0.1313,0.11604,44,31.2,395,8.3,5.52
0.03608,3.57099,0.31611,0.0592,0.04431,10,23.1,492,8,8.18
0.709699,4.862008,0.709699,0.03348,0.03348,10,24.5,627,8,8.16
0.139493,2.972143,0.593943,0.05053,0.0338,10,26.8,637,8.1,7.42
0.065263,3.028432,0.396333,0.05199,0.03853,17.5,31.1,655,8.1,7.15
0.109284,2.038366,0.723234,0.12174,0.12174,14,27.8,767,7.1,6.29
0.138405,0.763084,0.366945,0.07989,0.06364,29,25.7,625,8.2,7.07
0.157302,3.073278,0.157302,0.08435,0.03406,10,22.4,533,8,7.21
0.048653,2.676782,0.422583,0.07181,0.06567,10,26.6,584,7.1,5.23
0.057563,1.40966,0.628249,0.13962,0.08009,37.47,31.6,392,8.4,5.89
0.1108,0.6944,0.4387,0.0636,0.1309,17.5,27.2,232,8.21,7.64
,,,,,17.5,19.9,210,8.02,8.33
0.0665,0.404,0.3562,0.1328,0.0255,11.3333,25.5,196.8,8.3,8.64
0.003,0.1644,0.003,0.1183,0.0187,10,25,208,8.21,8.21
0.035,0.3355,0.2306,0.1634,0.0204,10,31.3,248,8.51,9.22
0.584,0.8062,0.584,0.1303,0.041,105,29.6,325,8.07,6.75
0.003,2.21,0.867,0.21,0.114,25,30.6,275,8.4,
0.063,1.123,0.768,0.137,0.023,76.25,27.9,208,8.05,7.62
0.006,0.978,0.78,0.043,0.007,12.4,21.8,196,7.98,8.6
0.283,0.547,0.319,0.045,0.016,16.5,24,205,8.2,8.7
0.108,0.3,0.159,0.062,0.047,9.4,26.7,256,8.3,7.9
0.06,0.658,0.461,0.379,0.034,20.8,28.1,250,8.4,7.3
0.047,1.524,0.919,0.18,0.055,103.3,29.9,450,8.3,7.2
0.016,1.21,0.582,0.119,0.073,20.5,31.9,502,8.1,7.5
0.036631,0.51036,0.38506,0.053187,0.0253,6.5,23.8,177,8.8,8.45
0.057398,0.353206,0.18053,0.046703,0.021898,5.6,23.2,184,8.9,7.65
0.054259,0.530779,0.346617,0.081634,0.05042,8,29.7,253,8.7,7.04
0.10688,0.864778,0.530231,0.132214,0.049742,27.69,30.1,231,7.8,5.71
0.090378,2.632992,0.995976,0.356715,0.200825,105,29,257,7.8,6.84
0.060593,3.533475,1.057,0.2529,0.133789,43.33,,417,7.9,8.58
0.047989,0.485111,0.316281,0.072535,0.054055,9.5,23.7,180.4,8.4,9.17
0.256367,0.709352,0.475717,0.035483,0.031273,10,23.5,165,8.6,8.7
0.079398,0.549154,0.352223,0.10405,0.017655,10,26.5,212,8.5,8.46
0.076105,0.446035,0.373788,0.061484,0.022387,17,28.9,338,8.3,7.71
0.180546,1.444229,0.709892,0.16335,0.097989,28,29.6,337,7.5,7.23
0.29111,0.871554,0.61303,0.139227,0.083605,75,26.8,259,8,7.49
0.03767,0.47921,0.36281,0.04134,0.02489,10,24.8,161,8.2,8.57
0.07255,0.41938,0.30449,0.02427,0.01186,10,24.2,165,8.3,8.24
0.04596,0.39787,0.25107,0.03484,0.01739,10,26.8,175,8.4,8.3
0.059405,0.799235,0.581892,0.07325,0.03427,12.5,28.7,197,8.4,8.07
0.331792,6.673603,5.599582,1.28881,0.12965,1600,31.1,234,8.2,6.01
0.0516,1.0706,0.84251,0.15866,0.09106,72,31.6,333,8.7,7.25
0.05651,0.64444,0.45147,0.05447,0.03755,13,24.5,170,8.4,9.05
0.076603,0.45312,0.326053,0.02681,0.02818,10.5,24.3,166,8.4,9.05
0.041973,0.568088,0.461673,0.05123,0.06158,16,26.1,169,8.7,9.3
0.031398,0.278181,0.183688,0.0278,0.02246,10,27.3,208.3,8,8.34
0.100218,1.021298,0.861628,0.1745,0.07216,99.09,30.1,320,8.4,8.98
0.172821,0.860039,0.443181,0.14296,0.14296,35,25.1,143,8.1,7.69
0.050211,0.883155,0.676191,0.08056,0.02642,13.5,23.6,152,8.2,7.91
0.07228,1.92321,1.573676,0.36195,0.08791,218.6,28.8,239,8.3,7.32
0.0757,0.601,0.2917,0.047,0.14382,12.3333,27.7,227,8.14,7.99
0.01,0.3642,0.0484,0.1709,0.0035,5,20.8,211,8.15,9.81
0.0568,0.5648,0.3699,0.1086,0.001,10,24.49,257.88,8.14,9.77
0.0424,0.3669,0.3216,0.0784,0.0162,10,26.41,274,8.2,9.48
0.0606,0.3576,0.3234,0.0605,0.021,6.6667,30.43,295,7.95,8.78
0.0369,0.4224,0.356,0.1036,0.0207,6.33,32,296,8.16,8.1
0.1169,2.0079,1.0837,0.261,0.1226,235,30.7,246,7.64,6.2
0.03,1.817,0.764,0.163,0.087,40,29.9,217,8.38,
0.037,0.445,0.318,0.048,0.024,7.3,23.8,202.6,8.44,9.17
0.217,0.567,0.388,0.058,0.014,7.7,24.8,219,8,7.2
0.109,0.595,0.539,0.044,0.014,8,27.8,169,8.5,9.1
0.107,6.235,0.923,0.165,0.071,67,31.1,175,7.8,6.4
0.067,0.78,0.472,0.117,0.045,10,35.4,345,8.5,7.5
0.101,1.424,0.711,0.143,0.072,21,31.9,332,8.3,7.1
0.042455,0.638266,0.487366,0.026739,0.0322,10.8,22.4,167.8,7.6,8.48
0.069177,0.117725,0.069177,0.063276,0.0572,12,27.2,162.1,8.4,8.43
0.070314,0.362542,0.3211,0.0537,0.028789,10,29.8,217.6,8.6,8.37
0.075807,0.55799,0.52599,0.092719,0.0205,8.5,29.9,191,7.9,7.86
0.100897,1.121522,0.620775,0.128782,0.080173,18,31.8,297,8.4,7.19
0.054832,1.758716,0.900336,0.06329,0.018064,10,31.2,341,8.6,8.07
0.047181,0.474455,0.369514,0.040612,0.040612,5.5,24.6,181,7.6,9.76
0.068147,0.433494,0.40496,0.047324,0.021222,10,29.2,174,7.5,7.87
0.169022,0.954873,0.660456,0.123351,0.046495,23.5,31.6,269,8.8,8.14
0.184823,1.196268,0.653941,0.316517,0.116892,16,32.6,359,8.4,6.88
0.037444,1.171418,1.05308,0.101686,0.022937,43,32.3,321,8.4,8.17
0.057566,0.474822,0.396795,0.117396,0.036465,11,24.6,184,8.5,7.68
0.04892,0.39087,0.28265,0.03596,0.02433,10,24,171,8.1,8.64
0.0593,0.32295,0.20613,0.01836,0.01924,10,23.8,164,8.3,8.57
0.06959,0.57634,0.35828,0.22964,0.22964,10,26.2,175,8.4,8.8
0.042749,0.663807,0.474156,0.0671,0.0324,10,28.8,190,8.4,8.63
0.313388,4.775482,3.42241,0.81314,0.12222,,33.7,266,7.7,6.62
0.04777,1.03841,0.83016,0.13122,0.06552,56.11,31.7,330,8.8,7.63
0.05627,0.46661,0.31919,0.04584,0.03175,10,24.1,176,8.4,8.91
0.06784,0.484681,0.38349,0.03733,0.03182,10,23.3,165,8.5,9.11
0.04063,0.765082,0.67997,0.04136,0.03338,10,25.4,163,8.3,9.62
0.06402,0.242599,0.19457,0.02995,0.0126,10,26.7,202.8,8,8.31
0.337864,1.004094,0.878034,0.15076,0.0657,59.41,29.9,316,8.3,9.08
0.080093,0.734527,0.426193,0.11401,0.11401,10,24.8,151,8.1,7.88
0.040443,0.505956,0.316443,0.06867,0.02264,10,22.6,148,8.4,8.09
0.063093,1.83792,1.518029,0.2809,0.08924,82.4,28.7,246,8.4,7.37
0.0958,0.5585,0.2923,0.0508,0.1278,10.6667,26.4,226,7.96,8.09
0.01,0.691171,0.401871,0.0275,0.0072,5,20.5,209,8.09,8.1
0.0422,0.587,0.3906,0.2814,0.001,10,21.27,251.33,7.84,9.33
0.0476,0.4843,0.3825,0.0851,0.0152,10,27.09,272,8.14,8.87
0.0808,0.4223,0.3542,0.0623,0.0255,10,28.98,290,7.79,8.44
0.0445,0.4371,0.312,0.1002,0.0216,18,31.1,299,7.95,7.2
0.08,1.6434,0.8526,0.1858,0.1422,15,30.9,244.42,7.91,7.11
0.203,2.817,1.587,0.424,0.158,43,27.6,181,7.72,7.6
0.04,0.392,0.231,0.04,0.021,5.3,22.7,203.3,8.14,8.32
0.174,0.512,0.312,0.049,0.016,7.7,22.7,216,7.7,6.5
0.123,0.434,0.363,0.037,0.021,5.6,27,174,8.2,9
0.054,0.746,0.393,0.082,0.05,16,28.8,158,8,8
0.129,0.907,0.515,0.115,0.066,15.5,32.6,298,8.4,8.1
0.057,1.848,0.791,0.175,0.018,23,30.7,327,8.1,6.6
0.071739,0.653953,0.516553,0.030967,0.0311,5.67,23.1,174.4,7.1,8.75
0.063813,0.11407,0.063813,0.060813,0.0371,10,25.7,155,8.6,8.97
0.148448,0.550121,0.493901,0.0639,0.053578,5.2,30.4,246,8.7,8.71
0.093817,0.583911,0.550711,0.095046,0.0201,5.91,32,204,7.7,8.8
0.05933,0.915748,0.838763,0.101017,0.062301,14,31.9,318,8.4,6.65
0.023417,1.418422,0.657238,0.057969,0.013383,10,32.2,295,9.1,9.42
0.025875,0.515709,0.390383,0.030656,0.015512,10,23.4,182,8.2,9.36
0.104273,0.395773,0.355853,0.046607,0.029355,5,28.7,148,7.4,9.17
0.149314,0.985494,0.676368,0.098689,0.047253,12.5,33.1,257,8.6,8.85
0.210666,1.299483,0.633557,0.178544,0.148122,11,30,285,8.2,7.51
0.034705,0.848961,0.724864,0.074915,0.025166,10,30.9,317,8.3,7.78
0.090272,0.51791,0.470654,0.184372,0.044764,10,25.3,180,8.2,7.8
0.03141,0.52553,0.41144,0.03705,0.02332,10,23.1,156,8.1,9.01
0.13038,0.41585,0.29224,0.0286,0.02062,10,23.6,160,8.4,8.84
0.08874,0.38522,0.26013,0.0297,0.0242,10,25.9,169,8.3,8.3
0.099402,0.7337,0.600883,0.07746,0.03017,11.5,27.6,186,8,8.07
0.10922,1.47579,0.605713,0.1157,0.10176,10,31.3,295,8.3,6.95
0.04736,0.47563,0.26428,0.06091,0.0578,10,31.2,327,8.6,7.58
0.02318,0.80152,0.35106,0.04734,0.10228,10,23.4,167,8.5,9.09
0.055684,0.448666,0.315284,0.03998,0.04409,10,22.9,162,7.8,9.42
0.031317,0.736548,0.619897,0.04658,0.07617,10,24.8,162,8.3,9.32
0.095847,0.212449,0.156617,0.02585,0.00883,10,26.1,202.9,8,8.26
0.068875,0.836505,0.748105,0.12902,0.05867,32,28.2,312,8.3,8.11
0.157153,0.661711,0.551693,0.10133,0.06428,10,24.4,142,7.5,8.16
0.045427,0.469289,0.275677,0.07134,0.02114,10,21.8,145,8.5,8.28
0.095557,0.84934,0.566082,0.10998,0.08571,29.7,26.9,235,8.4,7.05
0.1638,0.5658,0.303,0.0411,0.0908,5.6667,,151.3,7.98,2.42
0.0617,0.4812,0.3804,0.0176,0.0097,10,26.09,275,,
0.1914,0.7508,0.5842,0.0483,0.0067,18.5,29.7,256,,
0.274,0.477,0.406,0.089,0.001,5.2,24.2,232,6.87,7.29
0.064,0.28,0.194,0.031,0.002,10,,150.2,8.4,9.1
0.078094,0.368137,0.231062,0.028549,0.028963,10,27.1,173.5,7.4,7.81
0.040012,0.290778,0.274089,0.033716,0.003111,10,30.9,138,8.6,6.76
0.077686,0.53523,0.424,0.0822,0.003002,10,23.5,218,7.8,6.5
0.08197,0.437395,0.433957,0.03468,0.002525,10,31.8,218,8.8,7.1
0.0951,0.313958,0.305973,0.014617,0.006676,10,24.6,148.5,8.4,8.1
0.055594,0.425542,0.366358,0.027992,0.018993,10,31.2,200.9,8.5,7.2
0.035718,0.425581,0.351728,0.035868,0.008703,10,30.3,210,8.3,8.1
0.055659,0.438753,0.429819,0.037055,0.009927,10,31.8,231,9,7
0.109753,0.994478,0.819533,0.05989,0.022821,10,23.8,138,7.9,3.2
0.30945,0.583473,0.44613,0.045143,0.013728,10,22.8,148,7.8,7.3
0.023312,0.446853,0.441292,0.013452,0.001254,10,30.2,264,8,6.5
0.1334,0.5245,0.2958,0.0497,0.0212,17.6923,,138.9,6.69,2.17
0.0494,0.52,0.4167,0.0172,0.0084,6.5,26.71,278,,
0.2372,0.9827,0.6899,0.1096,0.0064,60,,246,,
0.223,0.404,0.333,0.095,0.001,10,24.8,218,6.88,6.69
0.047,0.233,0.214,0.025,0.007,10,30.7,151.8,8.4,8.7
0.104838,0.361041,0.242233,0.038849,0.02413,10,27.3,174.3,7.5,7.69
0.049041,0.271995,0.268305,0.047701,0.003386,7.5,31.2,131,8.1,5.77
0.094114,0.418081,0.389,0.0707,0.001551,10,23.7,190,7.8,6.1
0.104267,0.595496,0.589902,0.169543,0.003084,16,33.8,225,8.6,7.1
0.030217,0.411512,0.405545,0.015583,0.003707,10,24.6,150.2,8.1,8
0.071449,0.426158,0.392557,0.035654,0.016025,10,30.8,199.7,8.2,7.1
0.032983,0.491726,0.454533,0.035426,0.010367,10,31.1,217,8.5,8.2
0.110132,0.430505,0.412772,0.036514,0.018594,10,31.9,187,9,7.5
0.105897,0.820587,0.642217,0.053933,0.021497,10,24.4,141,7.8,3.6
0.197929,0.431256,0.313989,0.033265,0.012408,10,23.2,145,8.4,7.3
0.029811,0.550597,0.543301,0.024541,0.002515,10,30.6,261,8.1,6.6
0.0882,0.6998,0.3055,0.0447,0.0215,5,,148,7.05,2
0.0887,0.4972,0.4084,0.0176,0.008,5.6667,28.16,282,,
0.2743,1.014,0.7084,0.0847,0.0065,41,30.1,238,,
0.168,0.448,0.374,0.096,0.001,10,,209,7.01,6.19
0.065,0.138,0.065,0.025,0.024,10,,155.7,8.6,8.1
0.072031,0.325463,0.211241,0.032508,0.024195,10,28.4,178.5,7.8,7.92
0.025271,0.3661,0.355747,0.053459,0.00392,22,31.3,105,8.1,5.45
0.055307,0.544454,0.5279,0.0797,0.002777,6,,212,7.9,6.7
0.094232,0.548858,0.541899,0.137881,0.003513,22.67,33.3,226,8.8,7.4
0.029982,0.460919,0.456526,0.036777,0.001,10,25.5,155,8.3,8.1
0.066197,0.626914,0.609641,0.075586,0.013952,11,30.9,199.9,8.2,7.1
0.104451,0.464906,0.445661,0.051063,0.012979,10,32.1,223,7.9,8.3
0.151086,0.638684,0.625036,0.055153,0.008358,10.5,32.5,223,9.5,7.5
0.099277,0.602612,0.410867,0.045357,0.01935,10,24.5,142,7.8,3.9
0.358601,0.512684,0.431411,0.037686,0.008377,10,22.9,150,8.2,8
0.029712,0.905646,0.895152,0.231518,0.002503,10,30.6,255,8.1,7.1
0.0896,0.2848,0.0896,0.0533,0.0775,5.6667,,143.2,7.95,2.81
0.0332,0.5319,0.4276,0.0334,0.0071,8.6667,26.9,283,,
0.2834,0.849,0.5749,0.0637,0.0021,31,,241,,
0.117,0.466,0.356,0.085,0.001,10,24.3,215,6.91,6.48
0.07,0.389,0.276,0.027,0.017,7.3,,155.5,8.6,8.5
0.140598,0.470358,0.33399,0.059561,0.038947,10,28.6,179.3,7.8,8.07
0.066107,0.418672,0.415175,0.07072,0.001899,9.33,30.7,126,7.7,5.59
0.060559,0.39082,0.3842,0.0752,0.001,10,,205,7.9,6.8
0.062209,0.511737,0.506312,0.075962,0.003971,40,32,215,9,8.2
0.031305,0.401289,0.395795,0.023323,0.001,10,24.9,153.5,8.2,8.2
0.203972,0.67975,0.659529,0.042084,0.004536,10,30.3,197.1,8.1,7.2
0.022429,1.014388,0.913079,0.201316,0.016032,10,31.6,221,8.6,8.5
0.168007,0.623279,0.612107,0.046462,0.006567,10.5,32.7,223,9.2,7.6
0.107994,0.644259,0.462614,0.047138,0.019631,10,24.2,141,7.8,3.6
0.153759,0.592685,0.495859,0.046401,0.014019,10,22.5,148,8.2,7.6
0.036259,0.581113,0.573579,0.019921,0.004908,10,28.8,262,7.7,7
0.1402,0.3614,0.2868,0.0421,,6.5,,148,7.39,3.7
0.4203,1.2703,1.1507,0.2218,0.0079,302.5,27.52,347,,
0.2996,1.697,1.4315,0.1483,0.0037,147.5,30.2,229,,
0.152,0.422,0.376,0.036,0.001,5.6,,242,6.74,5.98
0.193,0.457,0.288,0.054,0.009,25,31.6,166,8.7,8.3
0.129537,0.249566,0.185925,0.030836,0.021471,10,28.5,183.4,7.7,7.51
0.072999,0.474452,0.467448,0.070416,0.003688,26,30.7,144,8.2,5.33
0.060005,0.501389,0.4959,0.068,0.001,10,,212,8,6.9
0.108123,0.821195,0.817559,0.08536,0.006163,47,32.2,217,9,8.2
0.059625,0.545397,0.398071,0.057333,0.001538,10,26.4,157.4,8.5,8.2
0.150355,0.448283,0.439246,0.043345,0.004209,18,29.8,192.6,8.4,7.1
0.036934,1.712258,1.620034,0.353002,0.016627,48,31.3,243,8,9.2
0.264028,0.730971,0.714768,0.078915,0.007558,36.13,32.5,220,9.6,8.8
0.11669,0.558167,0.38463,0.045818,0.018763,10,23.8,140,7.9,4.8
0.166328,0.446827,0.412928,0.03967,0.011823,10,23.2,153,8.3,8.3
0.031005,0.710402,0.703235,0.021379,0.004001,10,31.7,254,7.6,7.9
0.2024,0.6845,0.655,0.105,0.0221,10,23.45,694,8.2,9.38
0.1344,0.3965,0.2892,0.1303,0.0177,10,18.78,338.1,8.31,12.01
0.0439,0.2358,0.1915,0.0937,0.0335,10,30.26,247,8.76,12.94
0.0524,0.414,0.2834,0.0498,0.0154,5,29.14,258,8.08,
0.0269,0.4012,0.2693,0.1575,0.0439,19,28.8,286,7.97,7.46
0.0327,2.1999,1.8238,1.359,0.039,,26.7,225,8.15,6.92
0.02,0.377,0.02,0.057,0.045,10,26.6,286,8.11,7.85
0.04,0.7,0.19,0.067,0.043,10,23.8,296,8.8,8.1
0.165,0.256,0.165,0.126,0.012,10,22.9,316,8,6.6
0.126,0.671,0.546,0.046,0.002,10,33.4,159,9.2,10.7
0.202,1.998,0.786,0.314,0.056,221.4,25.2,140.9,8,10.1
0.056,1.55,1.272,0.353,0.036,266.7,26.4,183,7.9,5.5
0.032,0.759,0.5,0.126,0.037,60,28.8,214,7.7,7.7
0.2897,1.083059,0.359859,0.048354,0.059689,10,26.3,310,8.3,9.3
0.048481,0.208619,0.137567,0.074527,0.0572,10,26.2,242,8.6,8.56
0.066478,0.234798,0.198041,0.060814,0.040426,7.33,29.8,268,8.7,10.2
0.05188,0.6971,0.3114,0.1711,0.0814,70,30.4,280,8.3,7.2
0.047609,0.236416,0.196313,0.14888,0.052506,10,28.8,247,7.9,7.12
0.029584,0.680721,0.408073,0.181038,0.047344,10,26.4,210,8.2,6.92
0.056966,0.333561,0.285898,0.033836,0.014504,10,27.2,305,7.1,7.69
0.048661,0.230507,0.221092,0.112051,0.016717,10,33,219,7.2,11.23
0.173207,10.038136,9.779201,,0.130433,,24,177.4,8.2,7.87
0.062533,0.452608,0.3586,0.132362,0.057668,26.5,25.6,238,8.5,7.06
0.048175,0.470492,0.309609,0.086793,0.045464,34.5,25.7,220,8.4,7.65
0.033327,0.658935,0.352935,0.060646,0.043557,10,26.5,302,9,8.18
0.02498,0.67892,0.29744,0.05126,0.03318,10,23.9,289,8.8,10.75
0.03027,0.39516,0.34342,0.04368,0.11622,10,29.4,284,8.7,10.08
0.03049,0.28141,0.251,0.02994,0.02188,10,26.6,263,8.3,10.5
0.168436,1.139207,0.934708,0.24572,0.10923,159,32.6,302,8.5,6.93
0.19099,0.84335,0.57006,0.12512,0.08724,71.33,26.4,228,7.9,7.69
0.07082,0.71776,0.57383,0.20171,0.07898,130,26.8,223,8.1,7.6
0.03509,0.38306,0.26288,0.05004,0.04637,10,17.5,258,8.6,9.34
0.050781,0.377695,0.352411,0.07098,0.04063,10,25.1,303,8.5,9.1
0.074347,0.457454,0.435537,0.03098,0.0512,10,25.3,313,8.4,9.92
0.029043,0.19968,0.175633,0.02546,0.01568,10,30.9,299,8.6,11
0.072436,0.485123,0.371686,0.09828,0.0695,32,26.2,207,8.8,7.89
0.042677,0.355257,0.332317,0.05907,0.0587,10,20.1,257,8.5,9.24
0.038608,0.149301,0.129668,0.04865,0.04684,10,20.2,282,8.3,9.07
0.113758,13.258166,12.937658,3.88743,0.16586,3540,26.9,232,8,7.36
0.217028,5.4086,5.219217,3.10728,0.10016,2596.4,25,150,8,8.65
0.2224,6.0261,6.0041,0.1347,0.0254,16.5,25.06,772,7.88,7.96
0.2846,0.5253,0.494,0.1568,0.0315,10,24.92,368.5,8.6,9.2
0.0438,0.3196,0.2305,0.148,0.05,10,,360,8.26,9.96
0.0497,0.3446,0.3249,0.0748,0.0216,12,31.15,384,7.96,8.09
0.0274,0.5464,0.2812,0.1999,0.0432,29.67,31.3,323,8.09,7.53
0.7707,4.5478,4.0081,3.3238,0.1811,,25.8,149.42,7.91,6.85
0.091,0.371,0.202,0.059,0.042,10,30,309,8.51,
0.085,0.403,0.2,0.09,0.061,10,24.5,357.4,8.59,8.04
0.067,0.188,0.135,0.12,0.065,10,27.3,373,8.7,10.3
0.09,0.149,0.127,0.085,0.006,12.8,32.5,261,8.8,7.1
0.199,2.012,0.898,0.356,0.054,270,27.4,154,8,10.8
0.059,1.432,1.084,0.42,0.078,295,27.2,220,7.7,5.4
0.019,0.564,0.397,0.143,0.028,72,31.2,303,8.2,7.4
0.0387,0.304069,0.084769,0.09098,0.097236,10,26.9,365,8.3,9.39
0.047029,0.369505,0.346904,0.097029,0.0771,10,30.1,282,8.9,8.79
0.113181,3.022264,2.994616,0.103949,0.056229,10,33.6,379,8.5,8.79
0.058227,0.988,0.5697,0.2183,0.0946,112,30,230,7.8,7.19
0.062232,0.31161,0.193898,0.114272,0.076635,5.2,29.7,289,8,7.01
0.034614,0.715214,0.329682,0.178602,0.060468,60,28.6,225,8.1,6.21
0.051018,0.46019,0.420433,0.101223,0.06501,10,28.9,379,8,8.43
0.064996,0.581367,0.553885,0.200431,0.054285,8.5,32.9,329,7.2,8.51
0.135856,10.029111,9.73965,3.501323,0.114723,1620,27.3,232,8,7.45
0.056187,0.434018,0.344156,0.152465,0.055941,23.5,31,306,8.5,7.32
0.022284,0.5271,0.325047,0.087519,0.061085,41,29.5,263,8.9,7.28
0.053504,0.542775,0.375998,0.097121,0.077389,10,28.6,370,9,7.6
0.02949,0.45764,0.18651,0.10422,0.08258,10,26.9,360,8.7,9.65
0.0434,2.17244,2.13108,0.07188,0.13224,10,28.9,374,8.2,8.62
0.03281,0.36409,0.31563,0.0811,0.06761,10,32.6,415,8.5,11.5
0.221966,1.330091,1.091298,0.24873,0.11368,147.78,33,339,8.3,6.66
0.25376,0.79621,0.46717,0.14003,0.12601,77.33,28.4,284,8.1,7.21
0.28572,1.43542,1.26806,0.23594,0.09386,186,29.5,279,8.3,7.22
0.04285,1.22364,0.38729,0.11681,0.33115,10,23.6,395,8.5,11.03
0.069459,0.768661,0.604069,0.30471,0.16266,10,27.5,419,8.4,11.21
0.07033,0.500911,0.47656,0.06057,0.09811,10,28.9,442,7.4,12.35
